Row, County ,Year,REGION,Age,Vaccine,Percent
"1,865",Outagamie,2022,Northeastern,19–49 years old,HepA Complete,16.1%
"1,866",Outagamie,2022,Northeastern,19–59 years old,HepB (1),49.2%
"1,867",Outagamie,2022,Northeastern,19–59 years old,HepB Complete,43.8%
"1,868",Outagamie,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,30.9%
"1,869",Outagamie,2023,Northeastern,19–26 years old,HPV Complete,54.3%
"1,870",Outagamie,2023,Northeastern,19–49 years old,HepA Complete,20.1%
"1,871",Outagamie,2023,Northeastern,19–59 years old,HepB (1),52.4%
"1,872",Outagamie,2023,Northeastern,19–59 years old,HepB Complete,47.0%
"1,873",Outagamie,2023,Northeastern,19–64 years old,Td or Tdap,66.1%
"1,874",Outagamie,2023,Northeastern,19–64 years old,Tdap,59.3%
"1,875",Outagamie,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,36.7%
"1,876",Outagamie,2024,Northeastern,19–26 years old,HPV Complete,56.9%
"1,877",Outagamie,2024,Northeastern,19–49 years old,HepA Complete,22.6%
"1,878",Outagamie,2024,Northeastern,19–59 years old,HepB (1),55.7%
"1,879",Outagamie,2024,Northeastern,19–59 years old,HepB Complete,49.8%
"1,880",Outagamie,2024,Northeastern,19–64 years old,Td or Tdap,66.4%
"1,881",Outagamie,2024,Northeastern,19–64 years old,Tdap,59.4%
"1,882",Outagamie,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,40.2%
"1,883",Outagamie,2025,Northeastern,19–26 years old,HPV Complete,59.4%
"1,884",Outagamie,2025,Northeastern,19–49 years old,HepA Complete,25.5%
"1,885",Outagamie,2025,Northeastern,19–59 years old,HepB (1),59.5%
"1,886",Outagamie,2025,Northeastern,19–59 years old,HepB Complete,53.4%
"1,887",Outagamie,2025,Northeastern,19–64 years old,Td or Tdap,66.7%
"1,888",Outagamie,2025,Northeastern,19–64 years old,Tdap,59.8%
"1,889",Outagamie,2025,Northeastern,50 years and older,Pneumo Complete,49.8%
"1,890",Outagamie,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,43.4%
"1,891",Ozaukee,2014,Southeastern,19–26 years old,HPV Complete,21.8%
"1,892",Ozaukee,2015,Southeastern,19–26 years old,HPV Complete,23.9%
"1,893",Ozaukee,2016,Southeastern,19–26 years old,HPV Complete,26.8%
"1,894",Ozaukee,2017,Southeastern,19–26 years old,HPV Complete,30.9%
"1,895",Ozaukee,2018,Southeastern,19–26 years old,HPV Complete,33.9%
"1,896",Ozaukee,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,1.6%
"1,897",Ozaukee,2019,Southeastern,19–26 years old,HPV Complete,37.8%
"1,898",Ozaukee,2019,Southeastern,19–49 years old,HepA Complete,17.8%
"1,899",Ozaukee,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,7.0%
"1,900",Ozaukee,2020,Southeastern,19–26 years old,HPV Complete,39.8%
"1,901",Ozaukee,2020,Southeastern,19–49 years old,HepA Complete,18.9%
"1,902",Ozaukee,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,16.4%
"1,903",Ozaukee,2021,Southeastern,19–26 years old,HPV Complete,43.3%
"1,904",Ozaukee,2021,Southeastern,19–49 years old,HepA Complete,20.4%
"1,905",Ozaukee,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,22.9%
"1,906",Ozaukee,2022,Southeastern,19–26 years old,HPV Complete,46.6%
"1,907",Ozaukee,2022,Southeastern,19–49 years old,HepA Complete,20.7%
"1,908",Ozaukee,2022,Southeastern,19–59 years old,HepB (1),40.9%
"1,909",Ozaukee,2022,Southeastern,19–59 years old,HepB Complete,33.1%
"1,910",Ozaukee,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,27.6%
"1,911",Ozaukee,2023,Southeastern,19–26 years old,HPV Complete,55.3%
"1,912",Ozaukee,2023,Southeastern,19–49 years old,HepA Complete,25.5%
"1,913",Ozaukee,2023,Southeastern,19–59 years old,HepB (1),46.5%
"1,914",Ozaukee,2023,Southeastern,19–59 years old,HepB Complete,38.9%
"1,915",Ozaukee,2023,Southeastern,19–64 years old,Td or Tdap,63.1%
"1,916",Ozaukee,2023,Southeastern,19–64 years old,Tdap,59.5%
"1,917",Ozaukee,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,38.3%
"1,918",Ozaukee,2024,Southeastern,19–26 years old,HPV Complete,58.4%
"1,919",Ozaukee,2024,Southeastern,19–49 years old,HepA Complete,27.5%
"1,920",Ozaukee,2024,Southeastern,19–59 years old,HepB (1),49.4%
"1,921",Ozaukee,2024,Southeastern,19–59 years old,HepB Complete,41.5%
"1,922",Ozaukee,2024,Southeastern,19–64 years old,Td or Tdap,63.5%
"1,923",Ozaukee,2024,Southeastern,19–64 years old,Tdap,59.1%
"1,924",Ozaukee,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,41.6%
"1,925",Ozaukee,2025,Southeastern,19–26 years old,HPV Complete,60.4%
"1,926",Ozaukee,2025,Southeastern,19–49 years old,HepA Complete,29.5%
"1,927",Ozaukee,2025,Southeastern,19–59 years old,HepB (1),51.9%
"1,928",Ozaukee,2025,Southeastern,19–59 years old,HepB Complete,43.9%
"1,929",Ozaukee,2025,Southeastern,19–64 years old,Td or Tdap,64.0%
"1,930",Ozaukee,2025,Southeastern,19–64 years old,Tdap,59.9%
"1,931",Ozaukee,2025,Southeastern,50 years and older,Pneumo Complete,48.4%
"1,932",Ozaukee,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,44.4%
"1,933",Pepin,2014,Western,19–26 years old,HPV Complete,16.3%
"1,934",Pepin,2015,Western,19–26 years old,HPV Complete,16.2%
"1,935",Pepin,2016,Western,19–26 years old,HPV Complete,20.6%
"1,936",Pepin,2017,Western,19–26 years old,HPV Complete,23.5%
"1,937",Pepin,2018,Western,19–26 years old,HPV Complete,27.0%
"1,938",Pepin,2018,Western,50 years and older,Zoster (Shingles) Complete,1.3%
"1,939",Pepin,2019,Western,19–26 years old,HPV Complete,29.0%
"1,940",Pepin,2019,Western,19–49 years old,HepA Complete,4.8%
"1,941",Pepin,2019,Western,50 years and older,Zoster (Shingles) Complete,3.3%
"1,942",Pepin,2020,Western,19–26 years old,HPV Complete,30.8%
"1,943",Pepin,2020,Western,19–49 years old,HepA Complete,5.6%
"1,944",Pepin,2020,Western,50 years and older,Zoster (Shingles) Complete,6.9%
"1,945",Pepin,2021,Western,19–26 years old,HPV Complete,32.8%
"1,946",Pepin,2021,Western,19–49 years old,HepA Complete,6.3%
"1,947",Pepin,2021,Western,50 years and older,Zoster (Shingles) Complete,11.4%
"1,948",Pepin,2022,Western,19–26 years old,HPV Complete,34.2%
"1,949",Pepin,2022,Western,19–49 years old,HepA Complete,6.5%
"1,950",Pepin,2022,Western,19–59 years old,HepB (1),51.3%
"1,951",Pepin,2022,Western,19–59 years old,HepB Complete,45.8%
"1,952",Pepin,2022,Western,50 years and older,Zoster (Shingles) Complete,17.7%
"1,953",Pepin,2023,Western,19–26 years old,HPV Complete,44.0%
"1,954",Pepin,2023,Western,19–49 years old,HepA Complete,9.5%
"1,955",Pepin,2023,Western,19–59 years old,HepB (1),53.6%
"1,956",Pepin,2023,Western,19–59 years old,HepB Complete,48.6%
"1,957",Pepin,2023,Western,19–64 years old,Td or Tdap,60.3%
"1,958",Pepin,2023,Western,19–64 years old,Tdap,55.1%
"1,959",Pepin,2023,Western,50 years and older,Zoster (Shingles) Complete,22.7%
"1,960",Pepin,2024,Western,19–26 years old,HPV Complete,50.7%
"1,961",Pepin,2024,Western,19–49 years old,HepA Complete,11.9%
"1,962",Pepin,2024,Western,19–59 years old,HepB (1),55.9%
"1,963",Pepin,2024,Western,19–59 years old,HepB Complete,50.8%
"1,964",Pepin,2024,Western,19–64 years old,Td or Tdap,63.3%
"1,965",Pepin,2024,Western,19–64 years old,Tdap,55.3%
"1,966",Pepin,2024,Western,50 years and older,Zoster (Shingles) Complete,26.5%
"1,967",Pepin,2025,Western,19–26 years old,HPV Complete,53.9%
"1,968",Pepin,2025,Western,19–49 years old,HepA Complete,13.5%
"1,969",Pepin,2025,Western,19–59 years old,HepB (1),59.2%
"1,970",Pepin,2025,Western,19–59 years old,HepB Complete,54.2%
"1,971",Pepin,2025,Western,19–64 years old,Td or Tdap,58.9%
"1,972",Pepin,2025,Western,19–64 years old,Tdap,51.7%
"1,973",Pepin,2025,Western,50 years and older,Pneumo Complete,40.4%
"1,974",Pepin,2025,Western,50 years and older,Zoster (Shingles) Complete,30.6%
"1,975",Pierce,2014,Western,19–26 years old,HPV Complete,18.6%
"1,976",Pierce,2015,Western,19–26 years old,HPV Complete,19.5%
"1,977",Pierce,2016,Western,19–26 years old,HPV Complete,23.7%
"1,978",Pierce,2017,Western,19–26 years old,HPV Complete,27.4%
"1,979",Pierce,2018,Western,19–26 years old,HPV Complete,30.9%
"1,980",Pierce,2018,Western,50 years and older,Zoster (Shingles) Complete,2.1%
"1,981",Pierce,2019,Western,19–26 years old,HPV Complete,33.8%
"1,982",Pierce,2019,Western,19–49 years old,HepA Complete,11.4%
"1,983",Pierce,2019,Western,50 years and older,Zoster (Shingles) Complete,7.0%
"1,984",Pierce,2020,Western,19–26 years old,HPV Complete,36.7%
"1,985",Pierce,2020,Western,19–49 years old,HepA Complete,12.6%
"1,986",Pierce,2020,Western,50 years and older,Zoster (Shingles) Complete,13.3%
"1,987",Pierce,2021,Western,19–26 years old,HPV Complete,39.1%
"1,988",Pierce,2021,Western,19–49 years old,HepA Complete,13.8%
"1,989",Pierce,2021,Western,50 years and older,Zoster (Shingles) Complete,17.6%
"1,990",Pierce,2022,Western,19–26 years old,HPV Complete,41.6%
"1,991",Pierce,2022,Western,19–49 years old,HepA Complete,14.1%
"1,992",Pierce,2022,Western,19–59 years old,HepB (1),45.8%
"1,993",Pierce,2022,Western,19–59 years old,HepB Complete,38.7%
"1,994",Pierce,2022,Western,50 years and older,Zoster (Shingles) Complete,21.5%
"1,995",Pierce,2023,Western,19–26 years old,HPV Complete,47.5%
"1,996",Pierce,2023,Western,19–49 years old,HepA Complete,18.5%
"1,997",Pierce,2023,Western,19–59 years old,HepB (1),48.5%
"1,998",Pierce,2023,Western,19–59 years old,HepB Complete,41.4%
"1,999",Pierce,2023,Western,19–64 years old,Td or Tdap,58.9%
"2,000",Pierce,2023,Western,19–64 years old,Tdap,52.5%
"2,001",Pierce,2023,Western,50 years and older,Zoster (Shingles) Complete,28.2%
"2,002",Pierce,2024,Western,19–26 years old,HPV Complete,50.1%
"2,003",Pierce,2024,Western,19–49 years old,HepA Complete,20.7%
"2,004",Pierce,2024,Western,19–59 years old,HepB (1),50.6%
"2,005",Pierce,2024,Western,19–59 years old,HepB Complete,43.3%
"2,006",Pierce,2024,Western,19–64 years old,Td or Tdap,59.8%
"2,007",Pierce,2024,Western,19–64 years old,Tdap,53.0%
"2,008",Pierce,2024,Western,50 years and older,Zoster (Shingles) Complete,31.7%
"2,009",Pierce,2025,Western,19–26 years old,HPV Complete,52.5%
"2,010",Pierce,2025,Western,19–49 years old,HepA Complete,22.9%
"2,011",Pierce,2025,Western,19–59 years old,HepB (1),52.4%
"2,012",Pierce,2025,Western,19–59 years old,HepB Complete,45.1%
"2,013",Pierce,2025,Western,19–64 years old,Td or Tdap,59.0%
"2,014",Pierce,2025,Western,19–64 years old,Tdap,52.5%
"2,015",Pierce,2025,Western,50 years and older,Pneumo Complete,43.9%
"2,016",Pierce,2025,Western,50 years and older,Zoster (Shingles) Complete,35.0%
"2,017",Polk,2014,Western,19–26 years old,HPV Complete,19.1%
"2,018",Polk,2015,Western,19–26 years old,HPV Complete,20.1%
"2,019",Polk,2016,Western,19–26 years old,HPV Complete,23.4%
"2,020",Polk,2017,Western,19–26 years old,HPV Complete,26.5%
"2,021",Polk,2018,Western,19–26 years old,HPV Complete,28.1%
"2,022",Polk,2018,Western,50 years and older,Zoster (Shingles) Complete,1.8%
"2,023",Polk,2019,Western,19–26 years old,HPV Complete,30.4%
"2,024",Polk,2019,Western,19–49 years old,HepA Complete,7.4%
"2,025",Polk,2019,Western,50 years and older,Zoster (Shingles) Complete,7.3%
"2,026",Polk,2020,Western,19–26 years old,HPV Complete,31.7%
"2,027",Polk,2020,Western,19–49 years old,HepA Complete,8.7%
"2,028",Polk,2020,Western,50 years and older,Zoster (Shingles) Complete,13.1%
"2,029",Polk,2021,Western,19–26 years old,HPV Complete,33.7%
"2,030",Polk,2021,Western,19–49 years old,HepA Complete,10.1%
"2,031",Polk,2021,Western,50 years and older,Zoster (Shingles) Complete,17.1%
"2,032",Polk,2022,Western,19–26 years old,HPV Complete,35.3%
"2,033",Polk,2022,Western,19–49 years old,HepA Complete,10.4%
"2,034",Polk,2022,Western,19–59 years old,HepB (1),46.9%
"2,035",Polk,2022,Western,19–59 years old,HepB Complete,41.3%
"2,036",Polk,2022,Western,50 years and older,Zoster (Shingles) Complete,20.2%
"2,037",Polk,2023,Western,19–26 years old,HPV Complete,42.1%
"2,038",Polk,2023,Western,19–49 years old,HepA Complete,14.3%
"2,039",Polk,2023,Western,19–59 years old,HepB (1),51.6%
"2,040",Polk,2023,Western,19–59 years old,HepB Complete,45.9%
"2,041",Polk,2023,Western,19–64 years old,Td or Tdap,59.7%
"2,042",Polk,2023,Western,19–64 years old,Tdap,54.7%
"2,043",Polk,2023,Western,50 years and older,Zoster (Shingles) Complete,27.8%
"2,044",Polk,2024,Western,19–26 years old,HPV Complete,44.0%
"2,045",Polk,2024,Western,19–49 years old,HepA Complete,16.2%
"2,046",Polk,2024,Western,19–59 years old,HepB (1),53.6%
"2,047",Polk,2024,Western,19–59 years old,HepB Complete,47.8%
"2,048",Polk,2024,Western,19–64 years old,Td or Tdap,59.7%
"2,049",Polk,2024,Western,19–64 years old,Tdap,54.4%
"2,050",Polk,2024,Western,50 years and older,Zoster (Shingles) Complete,30.5%
"2,051",Polk,2025,Western,19–26 years old,HPV Complete,45.5%
"2,052",Polk,2025,Western,19–49 years old,HepA Complete,18.3%
"2,053",Polk,2025,Western,19–59 years old,HepB (1),55.5%
"2,054",Polk,2025,Western,19–59 years old,HepB Complete,49.5%
"2,055",Polk,2025,Western,19–64 years old,Td or Tdap,58.9%
"2,056",Polk,2025,Western,19–64 years old,Tdap,53.8%
"2,057",Polk,2025,Western,50 years and older,Pneumo Complete,42.7%
"2,058",Polk,2025,Western,50 years and older,Zoster (Shingles) Complete,34.2%
"2,059",Portage,2014,Northern,19–26 years old,HPV Complete,21.4%
"2,060",Portage,2015,Northern,19–26 years old,HPV Complete,23.6%
"2,061",Portage,2016,Northern,19–26 years old,HPV Complete,26.5%
"2,062",Portage,2017,Northern,19–26 years old,HPV Complete,29.3%
"2,063",Portage,2018,Northern,19–26 years old,HPV Complete,32.3%
"2,064",Portage,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.5%
"2,065",Portage,2019,Northern,19–26 years old,HPV Complete,36.3%
"2,066",Portage,2019,Northern,19–49 years old,HepA Complete,16.7%
"2,067",Portage,2019,Northern,50 years and older,Zoster (Shingles) Complete,6.9%
"2,068",Portage,2020,Northern,19–26 years old,HPV Complete,38.4%
"2,069",Portage,2020,Northern,19–49 years old,HepA Complete,17.9%
"2,070",Portage,2020,Northern,50 years and older,Zoster (Shingles) Complete,14.3%
"2,071",Portage,2021,Northern,19–26 years old,HPV Complete,41.2%
"2,072",Portage,2021,Northern,19–49 years old,HepA Complete,19.3%
"2,073",Portage,2021,Northern,50 years and older,Zoster (Shingles) Complete,20.6%
"2,074",Portage,2022,Northern,19–26 years old,HPV Complete,44.2%
"2,075",Portage,2022,Northern,19–49 years old,HepA Complete,19.5%
"2,076",Portage,2022,Northern,19–59 years old,HepB (1),52.5%
"2,077",Portage,2022,Northern,19–59 years old,HepB Complete,47.5%
"2,078",Portage,2022,Northern,50 years and older,Zoster (Shingles) Complete,26.1%
"2,079",Portage,2023,Northern,19–26 years old,HPV Complete,51.7%
"2,080",Portage,2023,Northern,19–49 years old,HepA Complete,24.2%
"2,081",Portage,2023,Northern,19–59 years old,HepB (1),55.8%
"2,082",Portage,2023,Northern,19–59 years old,HepB Complete,51.0%
"2,083",Portage,2023,Northern,19–64 years old,Td or Tdap,64.1%
"2,084",Portage,2023,Northern,19–64 years old,Tdap,52.8%
"2,085",Portage,2023,Northern,50 years and older,Zoster (Shingles) Complete,32.5%
"2,086",Portage,2024,Northern,19–26 years old,HPV Complete,54.9%
"2,087",Portage,2024,Northern,19–49 years old,HepA Complete,26.4%
"2,088",Portage,2024,Northern,19–59 years old,HepB (1),58.4%
"2,089",Portage,2024,Northern,19–59 years old,HepB Complete,53.4%
"2,090",Portage,2024,Northern,19–64 years old,Td or Tdap,65.4%
"2,091",Portage,2024,Northern,19–64 years old,Tdap,53.4%
"2,092",Portage,2024,Northern,50 years and older,Zoster (Shingles) Complete,38.0%
"2,093",Portage,2025,Northern,19–26 years old,HPV Complete,57.4%
"2,094",Portage,2025,Northern,19–49 years old,HepA Complete,29.0%
"2,095",Portage,2025,Northern,19–59 years old,HepB (1),60.8%
"2,096",Portage,2025,Northern,19–59 years old,HepB Complete,55.7%
"2,097",Portage,2025,Northern,19–64 years old,Td or Tdap,66.0%
"2,098",Portage,2025,Northern,19–64 years old,Tdap,54.3%
"2,099",Portage,2025,Northern,50 years and older,Pneumo Complete,54.1%
"2,100",Portage,2025,Northern,50 years and older,Zoster (Shingles) Complete,41.4%
"2,101",Price,2014,Northern,19–26 years old,HPV Complete,20.0%
"2,102",Price,2015,Northern,19–26 years old,HPV Complete,20.7%
"2,103",Price,2016,Northern,19–26 years old,HPV Complete,23.5%
"2,104",Price,2017,Northern,19–26 years old,HPV Complete,27.5%
"2,105",Price,2018,Northern,19–26 years old,HPV Complete,30.6%
"2,106",Price,2018,Northern,50 years and older,Zoster (Shingles) Complete,2.0%
"2,107",Price,2019,Northern,19–26 years old,HPV Complete,32.0%
"2,108",Price,2019,Northern,19–49 years old,HepA Complete,6.7%
"2,109",Price,2019,Northern,50 years and older,Zoster (Shingles) Complete,5.4%
"2,110",Price,2020,Northern,19–26 years old,HPV Complete,35.3%
"2,111",Price,2020,Northern,19–49 years old,HepA Complete,7.6%
"2,112",Price,2020,Northern,50 years and older,Zoster (Shingles) Complete,12.7%
"2,113",Price,2021,Northern,19–26 years old,HPV Complete,38.1%
"2,114",Price,2021,Northern,19–49 years old,HepA Complete,8.7%
"2,115",Price,2021,Northern,50 years and older,Zoster (Shingles) Complete,18.6%
"2,116",Price,2022,Northern,19–26 years old,HPV Complete,42.6%
"2,117",Price,2022,Northern,19–49 years old,HepA Complete,8.9%
"2,118",Price,2022,Northern,19–59 years old,HepB (1),52.2%
"2,119",Price,2022,Northern,19–59 years old,HepB Complete,47.4%
"2,120",Price,2022,Northern,50 years and older,Zoster (Shingles) Complete,24.7%
"2,121",Price,2023,Northern,19–26 years old,HPV Complete,51.1%
"2,122",Price,2023,Northern,19–49 years old,HepA Complete,12.6%
"2,123",Price,2023,Northern,19–59 years old,HepB (1),54.4%
"2,124",Price,2023,Northern,19–59 years old,HepB Complete,49.9%
"2,125",Price,2023,Northern,19–64 years old,Td or Tdap,64.1%
"2,126",Price,2023,Northern,19–64 years old,Tdap,55.5%
"2,127",Price,2023,Northern,50 years and older,Zoster (Shingles) Complete,29.8%
"2,128",Price,2024,Northern,19–26 years old,HPV Complete,53.9%
"2,129",Price,2024,Northern,19–49 years old,HepA Complete,15.5%
"2,130",Price,2024,Northern,19–59 years old,HepB (1),56.1%
"2,131",Price,2024,Northern,19–59 years old,HepB Complete,51.7%
"2,132",Price,2024,Northern,19–64 years old,Td or Tdap,64.3%
"2,133",Price,2024,Northern,19–64 years old,Tdap,55.6%
"2,134",Price,2024,Northern,50 years and older,Zoster (Shingles) Complete,33.0%
"2,135",Price,2025,Northern,19–26 years old,HPV Complete,54.8%
"2,136",Price,2025,Northern,19–49 years old,HepA Complete,17.6%
"2,137",Price,2025,Northern,19–59 years old,HepB (1),57.4%
"2,138",Price,2025,Northern,19–59 years old,HepB Complete,52.8%
"2,139",Price,2025,Northern,19–64 years old,Td or Tdap,62.6%
