Row, County ,Year,REGION,Age,Vaccine,Percent
"2,327",Sauk,2022,Southern,19–49 years old,HepA Complete,11.3%
"2,328",Sauk,2022,Southern,19–59 years old,HepB (1),48.2%
"2,329",Sauk,2022,Southern,19–59 years old,HepB Complete,41.0%
"2,330",Sauk,2022,Southern,50 years and older,Zoster (Shingles) Complete,26.7%
"2,331",Sauk,2023,Southern,19–26 years old,HPV Complete,43.1%
"2,332",Sauk,2023,Southern,19–49 years old,HepA Complete,14.4%
"2,333",Sauk,2023,Southern,19–59 years old,HepB (1),52.0%
"2,334",Sauk,2023,Southern,19–59 years old,HepB Complete,44.7%
"2,335",Sauk,2023,Southern,19–64 years old,Td or Tdap,62.7%
"2,336",Sauk,2023,Southern,19–64 years old,Tdap,49.4%
"2,337",Sauk,2023,Southern,50 years and older,Zoster (Shingles) Complete,33.7%
"2,338",Sauk,2024,Southern,19–26 years old,HPV Complete,46.0%
"2,339",Sauk,2024,Southern,19–49 years old,HepA Complete,16.3%
"2,340",Sauk,2024,Southern,19–59 years old,HepB (1),54.1%
"2,341",Sauk,2024,Southern,19–59 years old,HepB Complete,46.7%
"2,342",Sauk,2024,Southern,19–64 years old,Td or Tdap,63.1%
"2,343",Sauk,2024,Southern,19–64 years old,Tdap,49.4%
"2,344",Sauk,2024,Southern,50 years and older,Zoster (Shingles) Complete,38.3%
"2,345",Sauk,2025,Southern,19–26 years old,HPV Complete,50.1%
"2,346",Sauk,2025,Southern,19–49 years old,HepA Complete,18.4%
"2,347",Sauk,2025,Southern,19–59 years old,HepB (1),56.3%
"2,348",Sauk,2025,Southern,19–59 years old,HepB Complete,48.8%
"2,349",Sauk,2025,Southern,19–64 years old,Td or Tdap,63.3%
"2,350",Sauk,2025,Southern,19–64 years old,Tdap,49.6%
"2,351",Sauk,2025,Southern,50 years and older,Pneumo Complete,46.9%
"2,352",Sauk,2025,Southern,50 years and older,Zoster (Shingles) Complete,41.7%
"2,353",Sawyer,2014,Northern,19–26 years old,HPV Complete,21.3%
"2,354",Sawyer,2015,Northern,19–26 years old,HPV Complete,23.8%
"2,355",Sawyer,2016,Northern,19–26 years old,HPV Complete,25.9%
"2,356",Sawyer,2017,Northern,19–26 years old,HPV Complete,30.6%
"2,357",Sawyer,2018,Northern,19–26 years old,HPV Complete,34.7%
"2,358",Sawyer,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.9%
"2,359",Sawyer,2019,Northern,19–26 years old,HPV Complete,37.0%
"2,360",Sawyer,2019,Northern,19–49 years old,HepA Complete,11.4%
"2,361",Sawyer,2019,Northern,50 years and older,Zoster (Shingles) Complete,7.3%
"2,362",Sawyer,2020,Northern,19–26 years old,HPV Complete,38.6%
"2,363",Sawyer,2020,Northern,19–49 years old,HepA Complete,12.6%
"2,364",Sawyer,2020,Northern,50 years and older,Zoster (Shingles) Complete,12.7%
"2,365",Sawyer,2021,Northern,19–26 years old,HPV Complete,40.4%
"2,366",Sawyer,2021,Northern,19–49 years old,HepA Complete,13.6%
"2,367",Sawyer,2021,Northern,50 years and older,Zoster (Shingles) Complete,17.9%
"2,368",Sawyer,2022,Northern,19–26 years old,HPV Complete,41.4%
"2,369",Sawyer,2022,Northern,19–49 years old,HepA Complete,13.9%
"2,370",Sawyer,2022,Northern,19–59 years old,HepB (1),51.0%
"2,371",Sawyer,2022,Northern,19–59 years old,HepB Complete,45.3%
"2,372",Sawyer,2022,Northern,50 years and older,Zoster (Shingles) Complete,22.2%
"2,373",Sawyer,2023,Northern,19–26 years old,HPV Complete,47.2%
"2,374",Sawyer,2023,Northern,19–49 years old,HepA Complete,18.2%
"2,375",Sawyer,2023,Northern,19–59 years old,HepB (1),54.0%
"2,376",Sawyer,2023,Northern,19–59 years old,HepB Complete,48.3%
"2,377",Sawyer,2023,Northern,19–64 years old,Td or Tdap,61.3%
"2,378",Sawyer,2023,Northern,19–64 years old,Tdap,48.9%
"2,379",Sawyer,2023,Northern,50 years and older,Zoster (Shingles) Complete,29.8%
"2,380",Sawyer,2024,Northern,19–26 years old,HPV Complete,49.2%
"2,381",Sawyer,2024,Northern,19–49 years old,HepA Complete,20.4%
"2,382",Sawyer,2024,Northern,19–59 years old,HepB (1),56.4%
"2,383",Sawyer,2024,Northern,19–59 years old,HepB Complete,50.4%
"2,384",Sawyer,2024,Northern,19–64 years old,Td or Tdap,62.7%
"2,385",Sawyer,2024,Northern,19–64 years old,Tdap,49.1%
"2,386",Sawyer,2024,Northern,50 years and older,Zoster (Shingles) Complete,32.7%
"2,387",Sawyer,2025,Northern,19–26 years old,HPV Complete,53.8%
"2,388",Sawyer,2025,Northern,19–49 years old,HepA Complete,23.6%
"2,389",Sawyer,2025,Northern,19–59 years old,HepB (1),57.8%
"2,390",Sawyer,2025,Northern,19–59 years old,HepB Complete,51.9%
"2,391",Sawyer,2025,Northern,19–64 years old,Td or Tdap,64.2%
"2,392",Sawyer,2025,Northern,19–64 years old,Tdap,50.1%
"2,393",Sawyer,2025,Northern,50 years and older,Pneumo Complete,50.1%
"2,394",Sawyer,2025,Northern,50 years and older,Zoster (Shingles) Complete,37.2%
"2,395",Shawano,2014,Northeastern,19–26 years old,HPV Complete,21.1%
"2,396",Shawano,2015,Northeastern,19–26 years old,HPV Complete,23.9%
"2,397",Shawano,2016,Northeastern,19–26 years old,HPV Complete,27.4%
"2,398",Shawano,2017,Northeastern,19–26 years old,HPV Complete,31.7%
"2,399",Shawano,2018,Northeastern,19–26 years old,HPV Complete,33.9%
"2,400",Shawano,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,3.3%
"2,401",Shawano,2019,Northeastern,19–26 years old,HPV Complete,37.3%
"2,402",Shawano,2019,Northeastern,19–49 years old,HepA Complete,13.9%
"2,403",Shawano,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,10.7%
"2,404",Shawano,2020,Northeastern,19–26 years old,HPV Complete,40.0%
"2,405",Shawano,2020,Northeastern,19–49 years old,HepA Complete,15.8%
"2,406",Shawano,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,18.6%
"2,407",Shawano,2021,Northeastern,19–26 years old,HPV Complete,42.0%
"2,408",Shawano,2021,Northeastern,19–49 years old,HepA Complete,17.5%
"2,409",Shawano,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,23.5%
"2,410",Shawano,2022,Northeastern,19–26 years old,HPV Complete,45.6%
"2,411",Shawano,2022,Northeastern,19–49 years old,HepA Complete,18.3%
"2,412",Shawano,2022,Northeastern,19–59 years old,HepB (1),54.1%
"2,413",Shawano,2022,Northeastern,19–59 years old,HepB Complete,49.5%
"2,414",Shawano,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,28.9%
"2,415",Shawano,2023,Northeastern,19–26 years old,HPV Complete,52.0%
"2,416",Shawano,2023,Northeastern,19–49 years old,HepA Complete,22.9%
"2,417",Shawano,2023,Northeastern,19–59 years old,HepB (1),57.0%
"2,418",Shawano,2023,Northeastern,19–59 years old,HepB Complete,52.5%
"2,419",Shawano,2023,Northeastern,19–64 years old,Td or Tdap,66.5%
"2,420",Shawano,2023,Northeastern,19–64 years old,Tdap,55.6%
"2,421",Shawano,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,34.3%
"2,422",Shawano,2024,Northeastern,19–26 years old,HPV Complete,55.3%
"2,423",Shawano,2024,Northeastern,19–49 years old,HepA Complete,25.4%
"2,424",Shawano,2024,Northeastern,19–59 years old,HepB (1),60.1%
"2,425",Shawano,2024,Northeastern,19–59 years old,HepB Complete,55.1%
"2,426",Shawano,2024,Northeastern,19–64 years old,Td or Tdap,67.0%
"2,427",Shawano,2024,Northeastern,19–64 years old,Tdap,55.3%
"2,428",Shawano,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,37.8%
"2,429",Shawano,2025,Northeastern,19–26 years old,HPV Complete,57.2%
"2,430",Shawano,2025,Northeastern,19–49 years old,HepA Complete,28.6%
"2,431",Shawano,2025,Northeastern,19–59 years old,HepB (1),63.5%
"2,432",Shawano,2025,Northeastern,19–59 years old,HepB Complete,58.5%
"2,433",Shawano,2025,Northeastern,19–64 years old,Td or Tdap,66.8%
"2,434",Shawano,2025,Northeastern,19–64 years old,Tdap,55.2%
"2,435",Shawano,2025,Northeastern,50 years and older,Pneumo Complete,50.6%
"2,436",Shawano,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,40.8%
"2,437",Sheboygan,2014,Northeastern,19–26 years old,HPV Complete,17.2%
"2,438",Sheboygan,2015,Northeastern,19–26 years old,HPV Complete,19.8%
"2,439",Sheboygan,2016,Northeastern,19–26 years old,HPV Complete,23.4%
"2,440",Sheboygan,2017,Northeastern,19–26 years old,HPV Complete,27.8%
"2,441",Sheboygan,2018,Northeastern,19–26 years old,HPV Complete,31.6%
"2,442",Sheboygan,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,3.1%
"2,443",Sheboygan,2019,Northeastern,19–26 years old,HPV Complete,35.5%
"2,444",Sheboygan,2019,Northeastern,19–49 years old,HepA Complete,13.2%
"2,445",Sheboygan,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,10.2%
"2,446",Sheboygan,2020,Northeastern,19–26 years old,HPV Complete,37.8%
"2,447",Sheboygan,2020,Northeastern,19–49 years old,HepA Complete,15.1%
"2,448",Sheboygan,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,19.5%
"2,449",Sheboygan,2021,Northeastern,19–26 years old,HPV Complete,41.2%
"2,450",Sheboygan,2021,Northeastern,19–49 years old,HepA Complete,16.8%
"2,451",Sheboygan,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,26.6%
"2,452",Sheboygan,2022,Northeastern,19–26 years old,HPV Complete,44.8%
"2,453",Sheboygan,2022,Northeastern,19–49 years old,HepA Complete,17.2%
"2,454",Sheboygan,2022,Northeastern,19–59 years old,HepB (1),50.5%
"2,455",Sheboygan,2022,Northeastern,19–59 years old,HepB Complete,45.6%
"2,456",Sheboygan,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,31.1%
"2,457",Sheboygan,2023,Northeastern,19–26 years old,HPV Complete,51.4%
"2,458",Sheboygan,2023,Northeastern,19–49 years old,HepA Complete,22.8%
"2,459",Sheboygan,2023,Northeastern,19–59 years old,HepB (1),55.5%
"2,460",Sheboygan,2023,Northeastern,19–59 years old,HepB Complete,50.8%
"2,461",Sheboygan,2023,Northeastern,19–64 years old,Td or Tdap,64.5%
"2,462",Sheboygan,2023,Northeastern,19–64 years old,Tdap,50.3%
"2,463",Sheboygan,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,38.1%
"2,464",Sheboygan,2024,Northeastern,19–26 years old,HPV Complete,54.2%
"2,465",Sheboygan,2024,Northeastern,19–49 years old,HepA Complete,25.3%
"2,466",Sheboygan,2024,Northeastern,19–59 years old,HepB (1),58.3%
"2,467",Sheboygan,2024,Northeastern,19–59 years old,HepB Complete,53.5%
"2,468",Sheboygan,2024,Northeastern,19–64 years old,Td or Tdap,64.8%
"2,469",Sheboygan,2024,Northeastern,19–64 years old,Tdap,49.2%
"2,470",Sheboygan,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,41.2%
"2,471",Sheboygan,2025,Northeastern,19–26 years old,HPV Complete,56.1%
"2,472",Sheboygan,2025,Northeastern,19–49 years old,HepA Complete,27.9%
"2,473",Sheboygan,2025,Northeastern,19–59 years old,HepB (1),61.6%
"2,474",Sheboygan,2025,Northeastern,19–59 years old,HepB Complete,56.5%
"2,475",Sheboygan,2025,Northeastern,19–64 years old,Td or Tdap,64.8%
"2,476",Sheboygan,2025,Northeastern,19–64 years old,Tdap,48.9%
"2,477",Sheboygan,2025,Northeastern,50 years and older,Pneumo Complete,50.4%
"2,478",Sheboygan,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,44.2%
"2,479",St. Croix,2014,Western,19–26 years old,HPV Complete,18.1%
"2,480",St. Croix,2015,Western,19–26 years old,HPV Complete,19.5%
"2,481",St. Croix,2016,Western,19–26 years old,HPV Complete,22.1%
"2,482",St. Croix,2017,Western,19–26 years old,HPV Complete,25.5%
"2,483",St. Croix,2018,Western,19–26 years old,HPV Complete,28.6%
"2,484",St. Croix,2018,Western,50 years and older,Zoster (Shingles) Complete,2.3%
"2,485",St. Croix,2019,Western,19–26 years old,HPV Complete,31.9%
"2,486",St. Croix,2019,Western,19–49 years old,HepA Complete,9.7%
"2,487",St. Croix,2019,Western,50 years and older,Zoster (Shingles) Complete,7.9%
"2,488",St. Croix,2020,Western,19–26 years old,HPV Complete,33.9%
"2,489",St. Croix,2020,Western,19–49 years old,HepA Complete,10.9%
"2,490",St. Croix,2020,Western,50 years and older,Zoster (Shingles) Complete,13.5%
"2,491",St. Croix,2021,Western,19–26 years old,HPV Complete,36.7%
"2,492",St. Croix,2021,Western,19–49 years old,HepA Complete,12.2%
"2,493",St. Croix,2021,Western,50 years and older,Zoster (Shingles) Complete,18.2%
"2,494",St. Croix,2022,Western,19–26 years old,HPV Complete,39.5%
"2,495",St. Croix,2022,Western,19–49 years old,HepA Complete,12.6%
"2,496",St. Croix,2022,Western,19–59 years old,HepB (1),43.9%
"2,497",St. Croix,2022,Western,19–59 years old,HepB Complete,36.8%
"2,498",St. Croix,2022,Western,50 years and older,Zoster (Shingles) Complete,22.5%
"2,499",St. Croix,2023,Western,19–26 years old,HPV Complete,46.9%
"2,500",St. Croix,2023,Western,19–49 years old,HepA Complete,15.8%
"2,501",St. Croix,2023,Western,19–59 years old,HepB (1),46.1%
"2,502",St. Croix,2023,Western,19–59 years old,HepB Complete,39.2%
"2,503",St. Croix,2023,Western,19–64 years old,Td or Tdap,60.0%
"2,504",St. Croix,2023,Western,19–64 years old,Tdap,53.9%
"2,505",St. Croix,2023,Western,50 years and older,Zoster (Shingles) Complete,28.8%
"2,506",St. Croix,2024,Western,19–26 years old,HPV Complete,49.7%
"2,507",St. Croix,2024,Western,19–49 years old,HepA Complete,17.9%
"2,508",St. Croix,2024,Western,19–59 years old,HepB (1),47.9%
"2,509",St. Croix,2024,Western,19–59 years old,HepB Complete,41.0%
"2,510",St. Croix,2024,Western,19–64 years old,Td or Tdap,59.4%
"2,511",St. Croix,2024,Western,19–64 years old,Tdap,53.2%
"2,512",St. Croix,2024,Western,50 years and older,Zoster (Shingles) Complete,31.0%
"2,513",St. Croix,2025,Western,19–26 years old,HPV Complete,52.8%
"2,514",St. Croix,2025,Western,19–49 years old,HepA Complete,20.1%
"2,515",St. Croix,2025,Western,19–59 years old,HepB (1),49.8%
"2,516",St. Croix,2025,Western,19–59 years old,HepB Complete,42.6%
"2,517",St. Croix,2025,Western,19–64 years old,Td or Tdap,59.2%
"2,518",St. Croix,2025,Western,19–64 years old,Tdap,53.2%
"2,519",St. Croix,2025,Western,50 years and older,Pneumo Complete,39.0%
"2,520",St. Croix,2025,Western,50 years and older,Zoster (Shingles) Complete,34.2%
"2,521",Taylor,2014,Northern,19–26 years old,HPV Complete,15.6%
"2,522",Taylor,2015,Northern,19–26 years old,HPV Complete,16.9%
"2,523",Taylor,2016,Northern,19–26 years old,HPV Complete,18.7%
"2,524",Taylor,2017,Northern,19–26 years old,HPV Complete,20.8%
"2,525",Taylor,2018,Northern,19–26 years old,HPV Complete,21.5%
"2,526",Taylor,2018,Northern,50 years and older,Zoster (Shingles) Complete,0.8%
"2,527",Taylor,2019,Northern,19–26 years old,HPV Complete,24.2%
"2,528",Taylor,2019,Northern,19–49 years old,HepA Complete,5.7%
"2,529",Taylor,2019,Northern,50 years and older,Zoster (Shingles) Complete,3.6%
"2,530",Taylor,2020,Northern,19–26 years old,HPV Complete,26.1%
"2,531",Taylor,2020,Northern,19–49 years old,HepA Complete,6.4%
"2,532",Taylor,2020,Northern,50 years and older,Zoster (Shingles) Complete,7.5%
"2,533",Taylor,2021,Northern,19–26 years old,HPV Complete,27.3%
"2,534",Taylor,2021,Northern,19–49 years old,HepA Complete,7.8%
"2,535",Taylor,2021,Northern,50 years and older,Zoster (Shingles) Complete,12.9%
"2,536",Taylor,2022,Northern,19–26 years old,HPV Complete,29.1%
"2,537",Taylor,2022,Northern,19–49 years old,HepA Complete,7.8%
"2,538",Taylor,2022,Northern,19–59 years old,HepB (1),47.3%
"2,539",Taylor,2022,Northern,19–59 years old,HepB Complete,43.4%
"2,540",Taylor,2022,Northern,50 years and older,Zoster (Shingles) Complete,17.4%
"2,541",Taylor,2023,Northern,19–26 years old,HPV Complete,33.9%
"2,542",Taylor,2023,Northern,19–49 years old,HepA Complete,10.6%
"2,543",Taylor,2023,Northern,19–59 years old,HepB (1),51.2%
"2,544",Taylor,2023,Northern,19–59 years old,HepB Complete,47.3%
"2,545",Taylor,2023,Northern,19–64 years old,Td or Tdap,59.6%
"2,546",Taylor,2023,Northern,19–64 years old,Tdap,47.3%
"2,547",Taylor,2023,Northern,50 years and older,Zoster (Shingles) Complete,21.3%
"2,548",Taylor,2024,Northern,19–26 years old,HPV Complete,36.2%
"2,549",Taylor,2024,Northern,19–49 years old,HepA Complete,12.6%
"2,550",Taylor,2024,Northern,19–59 years old,HepB (1),53.3%
"2,551",Taylor,2024,Northern,19–59 years old,HepB Complete,49.5%
"2,552",Taylor,2024,Northern,19–64 years old,Td or Tdap,58.9%
"2,553",Taylor,2024,Northern,19–64 years old,Tdap,46.1%
"2,554",Taylor,2024,Northern,50 years and older,Zoster (Shingles) Complete,25.2%
"2,555",Taylor,2025,Northern,19–26 years old,HPV Complete,39.0%
"2,556",Taylor,2025,Northern,19–49 years old,HepA Complete,15.4%
"2,557",Taylor,2025,Northern,19–59 years old,HepB (1),55.9%
"2,558",Taylor,2025,Northern,19–59 years old,HepB Complete,52.0%
"2,559",Taylor,2025,Northern,19–64 years old,Td or Tdap,58.5%
"2,560",Taylor,2025,Northern,19–64 years old,Tdap,45.5%
"2,561",Taylor,2025,Northern,50 years and older,Pneumo Complete,36.5%
"2,562",Taylor,2025,Northern,50 years and older,Zoster (Shingles) Complete,26.5%
"2,563",Trempealeau,2014,Western,19–26 years old,HPV Complete,20.3%
"2,564",Trempealeau,2015,Western,19–26 years old,HPV Complete,22.4%
"2,565",Trempealeau,2016,Western,19–26 years old,HPV Complete,25.4%
"2,566",Trempealeau,2017,Western,19–26 years old,HPV Complete,30.9%
"2,567",Trempealeau,2018,Western,19–26 years old,HPV Complete,35.9%
"2,568",Trempealeau,2018,Western,50 years and older,Zoster (Shingles) Complete,3.9%
"2,569",Trempealeau,2019,Western,19–26 years old,HPV Complete,41.0%
"2,570",Trempealeau,2019,Western,19–49 years old,HepA Complete,9.7%
"2,571",Trempealeau,2019,Western,50 years and older,Zoster (Shingles) Complete,9.6%
"2,572",Trempealeau,2020,Western,19–26 years old,HPV Complete,43.9%
"2,573",Trempealeau,2020,Western,19–49 years old,HepA Complete,10.8%
"2,574",Trempealeau,2020,Western,50 years and older,Zoster (Shingles) Complete,17.6%
"2,575",Trempealeau,2021,Western,19–26 years old,HPV Complete,47.3%
"2,576",Trempealeau,2021,Western,19–49 years old,HepA Complete,12.2%
"2,577",Trempealeau,2021,Western,50 years and older,Zoster (Shingles) Complete,24.8%
"2,578",Trempealeau,2022,Western,19–26 years old,HPV Complete,49.9%
"2,579",Trempealeau,2022,Western,19–49 years old,HepA Complete,12.4%
"2,580",Trempealeau,2022,Western,19–59 years old,HepB (1),45.1%
"2,581",Trempealeau,2022,Western,19–59 years old,HepB Complete,39.2%
"2,582",Trempealeau,2022,Western,50 years and older,Zoster (Shingles) Complete,29.7%
"2,583",Trempealeau,2023,Western,19–26 years old,HPV Complete,56.1%
"2,584",Trempealeau,2023,Western,19–49 years old,HepA Complete,15.9%
"2,585",Trempealeau,2023,Western,19–59 years old,HepB (1),48.2%
"2,586",Trempealeau,2023,Western,19–59 years old,HepB Complete,42.6%
"2,587",Trempealeau,2023,Western,19–64 years old,Td or Tdap,68.6%
"2,588",Trempealeau,2023,Western,19–64 years old,Tdap,61.4%
"2,589",Trempealeau,2023,Western,50 years and older,Zoster (Shingles) Complete,34.7%
"2,590",Trempealeau,2024,Western,19–26 years old,HPV Complete,58.3%
"2,591",Trempealeau,2024,Western,19–49 years old,HepA Complete,18.3%
"2,592",Trempealeau,2024,Western,19–59 years old,HepB (1),51.9%
"2,593",Trempealeau,2024,Western,19–59 years old,HepB Complete,45.3%
"2,594",Trempealeau,2024,Western,19–64 years old,Td or Tdap,68.4%
"2,595",Trempealeau,2024,Western,19–64 years old,Tdap,61.5%
"2,596",Trempealeau,2024,Western,50 years and older,Zoster (Shingles) Complete,38.9%
"2,597",Trempealeau,2025,Western,19–26 years old,HPV Complete,59.9%
"2,598",Trempealeau,2025,Western,19–49 years old,HepA Complete,20.5%
"2,599",Trempealeau,2025,Western,19–59 years old,HepB (1),54.5%
"2,600",Trempealeau,2025,Western,19–59 years old,HepB Complete,47.8%
"2,601",Trempealeau,2025,Western,19–64 years old,Td or Tdap,67.7%
"2,602",Trempealeau,2025,Western,19–64 years old,Tdap,61.1%
"2,603",Trempealeau,2025,Western,50 years and older,Pneumo Complete,49.9%
"2,604",Trempealeau,2025,Western,50 years and older,Zoster (Shingles) Complete,41.4%
"2,605",Vernon,2014,Southern,19–26 years old,HPV Complete,21.2%
"2,606",Vernon,2015,Southern,19–26 years old,HPV Complete,22.8%
"2,607",Vernon,2016,Southern,19–26 years old,HPV Complete,24.4%
"2,608",Vernon,2017,Southern,19–26 years old,HPV Complete,27.1%
"2,609",Vernon,2018,Southern,19–26 years old,HPV Complete,30.1%
"2,610",Vernon,2018,Southern,50 years and older,Zoster (Shingles) Complete,3.8%
"2,611",Vernon,2019,Southern,19–26 years old,HPV Complete,32.4%
"2,612",Vernon,2019,Southern,19–49 years old,HepA Complete,7.7%
"2,613",Vernon,2019,Southern,50 years and older,Zoster (Shingles) Complete,12.0%
"2,614",Vernon,2020,Southern,19–26 years old,HPV Complete,34.2%
"2,615",Vernon,2020,Southern,19–49 years old,HepA Complete,8.7%
"2,616",Vernon,2020,Southern,50 years and older,Zoster (Shingles) Complete,21.6%
"2,617",Vernon,2021,Southern,19–26 years old,HPV Complete,35.8%
"2,618",Vernon,2021,Southern,19–49 years old,HepA Complete,10.0%
"2,619",Vernon,2021,Southern,50 years and older,Zoster (Shingles) Complete,28.3%
"2,620",Vernon,2022,Southern,19–26 years old,HPV Complete,38.5%
"2,621",Vernon,2022,Southern,19–49 years old,HepA Complete,10.2%
"2,622",Vernon,2022,Southern,19–59 years old,HepB (1),50.2%
"2,623",Vernon,2022,Southern,19–59 years old,HepB Complete,42.1%
"2,624",Vernon,2022,Southern,50 years and older,Zoster (Shingles) Complete,33.1%
"2,625",Vernon,2023,Southern,19–26 years old,HPV Complete,45.9%
"2,626",Vernon,2023,Southern,19–49 years old,HepA Complete,13.2%
"2,627",Vernon,2023,Southern,19–59 years old,HepB (1),53.4%
"2,628",Vernon,2023,Southern,19–59 years old,HepB Complete,45.9%
"2,629",Vernon,2023,Southern,19–64 years old,Td or Tdap,66.5%
"2,630",Vernon,2023,Southern,19–64 years old,Tdap,54.9%
"2,631",Vernon,2023,Southern,50 years and older,Zoster (Shingles) Complete,38.1%
"2,632",Vernon,2024,Southern,19–26 years old,HPV Complete,47.9%
"2,633",Vernon,2024,Southern,19–49 years old,HepA Complete,15.4%
"2,634",Vernon,2024,Southern,19–59 years old,HepB (1),56.4%
"2,635",Vernon,2024,Southern,19–59 years old,HepB Complete,48.1%
"2,636",Vernon,2024,Southern,19–64 years old,Td or Tdap,66.5%
"2,637",Vernon,2024,Southern,19–64 years old,Tdap,55.4%
"2,638",Vernon,2024,Southern,50 years and older,Zoster (Shingles) Complete,42.5%
"2,639",Vernon,2025,Southern,19–26 years old,HPV Complete,49.4%
"2,640",Vernon,2025,Southern,19–49 years old,HepA Complete,17.6%
"2,641",Vernon,2025,Southern,19–59 years old,HepB (1),58.7%
"2,642",Vernon,2025,Southern,19–59 years old,HepB Complete,50.6%
"2,643",Vernon,2025,Southern,19–64 years old,Td or Tdap,66.4%
"2,644",Vernon,2025,Southern,19–64 years old,Tdap,55.4%
"2,645",Vernon,2025,Southern,50 years and older,Pneumo Complete,52.7%
"2,646",Vernon,2025,Southern,50 years and older,Zoster (Shingles) Complete,44.3%
"2,647",Vilas,2014,Northern,19–26 years old,HPV Complete,17.6%
"2,648",Vilas,2015,Northern,19–26 years old,HPV Complete,19.7%
"2,649",Vilas,2016,Northern,19–26 years old,HPV Complete,22.9%
"2,650",Vilas,2017,Northern,19–26 years old,HPV Complete,26.7%
"2,651",Vilas,2018,Northern,19–26 years old,HPV Complete,30.7%
"2,652",Vilas,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.8%
"2,653",Vilas,2019,Northern,19–26 years old,HPV Complete,35.1%
"2,654",Vilas,2019,Northern,19–49 years old,HepA Complete,9.6%
"2,655",Vilas,2019,Northern,50 years and older,Zoster (Shingles) Complete,6.0%
"2,656",Vilas,2020,Northern,19–26 years old,HPV Complete,37.1%
"2,657",Vilas,2020,Northern,19–49 years old,HepA Complete,10.5%
"2,658",Vilas,2020,Northern,50 years and older,Zoster (Shingles) Complete,12.9%
"2,659",Vilas,2021,Northern,19–26 years old,HPV Complete,39.5%
"2,660",Vilas,2021,Northern,19–49 years old,HepA Complete,11.4%
"2,661",Vilas,2021,Northern,50 years and older,Zoster (Shingles) Complete,18.1%
"2,662",Vilas,2022,Northern,19–26 years old,HPV Complete,43.1%
"2,663",Vilas,2022,Northern,19–49 years old,HepA Complete,11.4%
"2,664",Vilas,2022,Northern,19–59 years old,HepB (1),47.1%
"2,665",Vilas,2022,Northern,19–59 years old,HepB Complete,41.9%
"2,666",Vilas,2022,Northern,50 years and older,Zoster (Shingles) Complete,22.3%
"2,667",Vilas,2023,Northern,19–26 years old,HPV Complete,49.4%
"2,668",Vilas,2023,Northern,19–49 years old,HepA Complete,15.2%
"2,669",Vilas,2023,Northern,19–59 years old,HepB (1),49.0%
"2,670",Vilas,2023,Northern,19–59 years old,HepB Complete,43.8%
"2,671",Vilas,2023,Northern,19–64 years old,Td or Tdap,57.5%
"2,672",Vilas,2023,Northern,19–64 years old,Tdap,50.2%
"2,673",Vilas,2023,Northern,50 years and older,Zoster (Shingles) Complete,26.9%
"2,674",Vilas,2024,Northern,19–26 years old,HPV Complete,52.1%
"2,675",Vilas,2024,Northern,19–49 years old,HepA Complete,17.9%
"2,676",Vilas,2024,Northern,19–59 years old,HepB (1),51.3%
"2,677",Vilas,2024,Northern,19–59 years old,HepB Complete,46.3%
"2,678",Vilas,2024,Northern,19–64 years old,Td or Tdap,58.2%
"2,679",Vilas,2024,Northern,19–64 years old,Tdap,51.1%
"2,680",Vilas,2024,Northern,50 years and older,Zoster (Shingles) Complete,31.4%
"2,681",Vilas,2025,Northern,19–26 years old,HPV Complete,55.4%
"2,682",Vilas,2025,Northern,19–49 years old,HepA Complete,20.6%
"2,683",Vilas,2025,Northern,19–59 years old,HepB (1),53.7%
"2,684",Vilas,2025,Northern,19–59 years old,HepB Complete,48.7%
"2,685",Vilas,2025,Northern,19–64 years old,Td or Tdap,58.8%
"2,686",Vilas,2025,Northern,19–64 years old,Tdap,51.9%
"2,687",Vilas,2025,Northern,50 years and older,Pneumo Complete,46.8%
"2,688",Vilas,2025,Northern,50 years and older,Zoster (Shingles) Complete,34.3%
"2,689",Walworth,2014,Southeastern,19–26 years old,HPV Complete,15.5%
"2,690",Walworth,2015,Southeastern,19–26 years old,HPV Complete,17.4%
"2,691",Walworth,2016,Southeastern,19–26 years old,HPV Complete,19.9%
"2,692",Walworth,2017,Southeastern,19–26 years old,HPV Complete,24.2%
"2,693",Walworth,2018,Southeastern,19–26 years old,HPV Complete,28.0%
"2,694",Walworth,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,1.0%
