"geography_description","geography_level","week_ending","respiratory_season","covid_19_dose_count","influenza_dose_count"
"Mohawk Valley","REGION","2024-09-03T00:00:00.000","2024-2025","1103","1434"
"New York City","REGION","2024-09-03T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-09-03T00:00:00.000","2024-2025","945","1460"
"Southern Tier","REGION","2024-09-03T00:00:00.000","2024-2025","3089","2986"
"Western New York","REGION","2024-09-03T00:00:00.000","2024-2025","4708","7205"
"ROS","REST OF STATE","2024-09-03T00:00:00.000","2024-2025","45198","53953"
"Albany","COUNTY","2024-09-10T00:00:00.000","2024-2025","3011","3373"
"Allegany","COUNTY","2024-09-10T00:00:00.000","2024-2025","152","253"
"Bronx","COUNTY","2024-09-10T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-09-10T00:00:00.000","2024-2025","1491","1736"
"Cattaraugus","COUNTY","2024-09-10T00:00:00.000","2024-2025","370","446"
"Cayuga","COUNTY","2024-09-10T00:00:00.000","2024-2025","504","717"
"Chautauqua","COUNTY","2024-09-10T00:00:00.000","2024-2025","837","1183"
"Chemung","COUNTY","2024-09-10T00:00:00.000","2024-2025","471","851"
"Chenango","COUNTY","2024-09-10T00:00:00.000","2024-2025","282","306"
"Clinton","COUNTY","2024-09-10T00:00:00.000","2024-2025","823","923"
"Columbia","COUNTY","2024-09-10T00:00:00.000","2024-2025","550","545"
"Cortland","COUNTY","2024-09-10T00:00:00.000","2024-2025","491","656"
"Delaware","COUNTY","2024-09-10T00:00:00.000","2024-2025","228","338"
"Dutchess","COUNTY","2024-09-10T00:00:00.000","2024-2025","2112","2857"
"Erie","COUNTY","2024-09-10T00:00:00.000","2024-2025","7323","12370"
"Essex","COUNTY","2024-09-10T00:00:00.000","2024-2025","355","426"
"Franklin","COUNTY","2024-09-10T00:00:00.000","2024-2025","427","536"
"Fulton","COUNTY","2024-09-10T00:00:00.000","2024-2025","209","280"
"Genesee","COUNTY","2024-09-10T00:00:00.000","2024-2025","289","561"
"Greene","COUNTY","2024-09-10T00:00:00.000","2024-2025","284","351"
"Hamilton","COUNTY","2024-09-10T00:00:00.000","2024-2025","42","49"
"Herkimer","COUNTY","2024-09-10T00:00:00.000","2024-2025","353","489"
"Jefferson","COUNTY","2024-09-10T00:00:00.000","2024-2025","563","722"
"Kings","COUNTY","2024-09-10T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-09-10T00:00:00.000","2024-2025","143","187"
"Livingston","COUNTY","2024-09-10T00:00:00.000","2024-2025","416","618"
"Madison","COUNTY","2024-09-10T00:00:00.000","2024-2025","701","856"
"Monroe","COUNTY","2024-09-10T00:00:00.000","2024-2025","8190","10998"
"Montgomery","COUNTY","2024-09-10T00:00:00.000","2024-2025","262","410"
"Nassau","COUNTY","2024-09-10T00:00:00.000","2024-2025","6336","12871"
"New York","COUNTY","2024-09-10T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-09-10T00:00:00.000","2024-2025","1342","2342"
"Oneida","COUNTY","2024-09-10T00:00:00.000","2024-2025","1344","1981"
"Onondaga","COUNTY","2024-09-10T00:00:00.000","2024-2025","4650","5832"
"Ontario","COUNTY","2024-09-10T00:00:00.000","2024-2025","1225","1458"
"Orange","COUNTY","2024-09-10T00:00:00.000","2024-2025","1543","3101"
"Orleans","COUNTY","2024-09-10T00:00:00.000","2024-2025","169","357"
"Oswego","COUNTY","2024-09-10T00:00:00.000","2024-2025","687","1057"
"Otsego","COUNTY","2024-09-10T00:00:00.000","2024-2025","434","588"
"Putnam","COUNTY","2024-09-10T00:00:00.000","2024-2025","621","839"
"Queens","COUNTY","2024-09-10T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-09-10T00:00:00.000","2024-2025","1471","1731"
"Richmond","COUNTY","2024-09-10T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-09-10T00:00:00.000","2024-2025","1365","2873"
"Saratoga","COUNTY","2024-09-10T00:00:00.000","2024-2025","2459","3002"
"Schenectady","COUNTY","2024-09-10T00:00:00.000","2024-2025","1405","1734"
"Schoharie","COUNTY","2024-09-10T00:00:00.000","2024-2025","189","378"
"Schuyler","COUNTY","2024-09-10T00:00:00.000","2024-2025","136","164"
"Seneca","COUNTY","2024-09-10T00:00:00.000","2024-2025","193","286"
"St. Lawrence","COUNTY","2024-09-10T00:00:00.000","2024-2025","841","1104"
"Steuben","COUNTY","2024-09-10T00:00:00.000","2024-2025","454","732"
"Suffolk","COUNTY","2024-09-10T00:00:00.000","2024-2025","7247","12389"
"Sullivan","COUNTY","2024-09-10T00:00:00.000","2024-2025","243","511"
"Tioga","COUNTY","2024-09-10T00:00:00.000","2024-2025","293","365"
"Tompkins","COUNTY","2024-09-10T00:00:00.000","2024-2025","1442","2659"
"Ulster","COUNTY","2024-09-10T00:00:00.000","2024-2025","1645","1690"
"Warren","COUNTY","2024-09-10T00:00:00.000","2024-2025","589","1091"
"Washington","COUNTY","2024-09-10T00:00:00.000","2024-2025","405","633"
"Wayne","COUNTY","2024-09-10T00:00:00.000","2024-2025","777","1044"
"Westchester","COUNTY","2024-09-10T00:00:00.000","2024-2025","6323","8557"
"Wyoming","COUNTY","2024-09-10T00:00:00.000","2024-2025","191","317"
"Yates","COUNTY","2024-09-10T00:00:00.000","2024-2025","228","246"
"Capital Region","REGION","2024-09-10T00:00:00.000","2024-2025","10174","12460"
"Central New York","REGION","2024-09-10T00:00:00.000","2024-2025","7033","9118"
"Finger Lakes","REGION","2024-09-10T00:00:00.000","2024-2025","11678","15885"
"Long Island","REGION","2024-09-10T00:00:00.000","2024-2025","13583","25260"
"Mid-Hudson","REGION","2024-09-10T00:00:00.000","2024-2025","13852","20428"
"Mohawk Valley","REGION","2024-09-10T00:00:00.000","2024-2025","2791","4126"
"New York City","REGION","2024-09-10T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-09-10T00:00:00.000","2024-2025","3194","3947"
"Southern Tier","REGION","2024-09-10T00:00:00.000","2024-2025","4797","7151"
"Western New York","REGION","2024-09-10T00:00:00.000","2024-2025","10024","16594"
"ROS","REST OF STATE","2024-09-10T00:00:00.000","2024-2025","77126","114969"
"Albany","COUNTY","2024-09-17T00:00:00.000","2024-2025","3172","4444"
"Allegany","COUNTY","2024-09-17T00:00:00.000","2024-2025","220","442"
"Bronx","COUNTY","2024-09-17T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-09-17T00:00:00.000","2024-2025","1552","2756"
"Cattaraugus","COUNTY","2024-09-17T00:00:00.000","2024-2025","403","756"
"Cayuga","COUNTY","2024-09-17T00:00:00.000","2024-2025","631","1106"
"Chautauqua","COUNTY","2024-09-17T00:00:00.000","2024-2025","989","1801"
"Chemung","COUNTY","2024-09-17T00:00:00.000","2024-2025","639","1269"
"Chenango","COUNTY","2024-09-17T00:00:00.000","2024-2025","354","744"
"Clinton","COUNTY","2024-09-17T00:00:00.000","2024-2025","825","1120"
"Columbia","COUNTY","2024-09-17T00:00:00.000","2024-2025","536","826"
"Cortland","COUNTY","2024-09-17T00:00:00.000","2024-2025","517","857"
"Delaware","COUNTY","2024-09-17T00:00:00.000","2024-2025","314","606"
"Dutchess","COUNTY","2024-09-17T00:00:00.000","2024-2025","2330","3825"
"Erie","COUNTY","2024-09-17T00:00:00.000","2024-2025","8424","17436"
"Essex","COUNTY","2024-09-17T00:00:00.000","2024-2025","369","558"
"Franklin","COUNTY","2024-09-17T00:00:00.000","2024-2025","435","662"
"Fulton","COUNTY","2024-09-17T00:00:00.000","2024-2025","310","457"
"Genesee","COUNTY","2024-09-17T00:00:00.000","2024-2025","387","933"
"Greene","COUNTY","2024-09-17T00:00:00.000","2024-2025","278","426"
"Hamilton","COUNTY","2024-09-17T00:00:00.000","2024-2025","20","45"
"Herkimer","COUNTY","2024-09-17T00:00:00.000","2024-2025","350","682"
"Jefferson","COUNTY","2024-09-17T00:00:00.000","2024-2025","616","1127"
"Kings","COUNTY","2024-09-17T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-09-17T00:00:00.000","2024-2025","137","246"
"Livingston","COUNTY","2024-09-17T00:00:00.000","2024-2025","507","1012"
"Madison","COUNTY","2024-09-17T00:00:00.000","2024-2025","867","1269"
"Monroe","COUNTY","2024-09-17T00:00:00.000","2024-2025","8451","14584"
"Montgomery","COUNTY","2024-09-17T00:00:00.000","2024-2025","298","505"
"Nassau","COUNTY","2024-09-17T00:00:00.000","2024-2025","6926","17336"
"New York","COUNTY","2024-09-17T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-09-17T00:00:00.000","2024-2025","1655","3329"
"Oneida","COUNTY","2024-09-17T00:00:00.000","2024-2025","1540","2918"
"Onondaga","COUNTY","2024-09-17T00:00:00.000","2024-2025","5228","7778"
"Ontario","COUNTY","2024-09-17T00:00:00.000","2024-2025","1303","1955"
"Orange","COUNTY","2024-09-17T00:00:00.000","2024-2025","1765","4408"
"Orleans","COUNTY","2024-09-17T00:00:00.000","2024-2025","247","536"
"Oswego","COUNTY","2024-09-17T00:00:00.000","2024-2025","754","1503"
"Otsego","COUNTY","2024-09-17T00:00:00.000","2024-2025","508","920"
"Putnam","COUNTY","2024-09-17T00:00:00.000","2024-2025","626","1176"
"Queens","COUNTY","2024-09-17T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-09-17T00:00:00.000","2024-2025","1580","2081"
"Richmond","COUNTY","2024-09-17T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-09-17T00:00:00.000","2024-2025","1408","3619"
"Saratoga","COUNTY","2024-09-17T00:00:00.000","2024-2025","2573","4251"
"Schenectady","COUNTY","2024-09-17T00:00:00.000","2024-2025","1644","2393"
"Schoharie","COUNTY","2024-09-17T00:00:00.000","2024-2025","229","514"
"Schuyler","COUNTY","2024-09-17T00:00:00.000","2024-2025","113","226"
"Seneca","COUNTY","2024-09-17T00:00:00.000","2024-2025","248","513"
"St. Lawrence","COUNTY","2024-09-17T00:00:00.000","2024-2025","933","1517"
"Steuben","COUNTY","2024-09-17T00:00:00.000","2024-2025","648","1262"
"Suffolk","COUNTY","2024-09-17T00:00:00.000","2024-2025","7596","16343"
"Sullivan","COUNTY","2024-09-17T00:00:00.000","2024-2025","310","914"
"Tioga","COUNTY","2024-09-17T00:00:00.000","2024-2025","307","658"
"Tompkins","COUNTY","2024-09-17T00:00:00.000","2024-2025","1772","2825"
"Ulster","COUNTY","2024-09-17T00:00:00.000","2024-2025","1764","2531"
"Warren","COUNTY","2024-09-17T00:00:00.000","2024-2025","598","1301"
"Washington","COUNTY","2024-09-17T00:00:00.000","2024-2025","436","804"
"Wayne","COUNTY","2024-09-17T00:00:00.000","2024-2025","762","1304"
"Westchester","COUNTY","2024-09-17T00:00:00.000","2024-2025","7112","12100"
"Wyoming","COUNTY","2024-09-17T00:00:00.000","2024-2025","223","475"
"Yates","COUNTY","2024-09-17T00:00:00.000","2024-2025","270","358"
"Capital Region","REGION","2024-09-17T00:00:00.000","2024-2025","10817","16526"
"Central New York","REGION","2024-09-17T00:00:00.000","2024-2025","7997","12513"
"Finger Lakes","REGION","2024-09-17T00:00:00.000","2024-2025","12398","21670"
"Long Island","REGION","2024-09-17T00:00:00.000","2024-2025","14522","33679"
"Mid-Hudson","REGION","2024-09-17T00:00:00.000","2024-2025","15315","28573"
"Mohawk Valley","REGION","2024-09-17T00:00:00.000","2024-2025","3235","5996"
"New York City","REGION","2024-09-17T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-09-17T00:00:00.000","2024-2025","3335","5275"
"Southern Tier","REGION","2024-09-17T00:00:00.000","2024-2025","5699","10346"
"Western New York","REGION","2024-09-17T00:00:00.000","2024-2025","11691","23764"
"ROS","REST OF STATE","2024-09-17T00:00:00.000","2024-2025","85009","158342"
"Albany","COUNTY","2024-09-24T00:00:00.000","2024-2025","3411","5567"
"Allegany","COUNTY","2024-09-24T00:00:00.000","2024-2025","284","671"
"Bronx","COUNTY","2024-09-24T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-09-24T00:00:00.000","2024-2025","1703","3453"
"Cattaraugus","COUNTY","2024-09-24T00:00:00.000","2024-2025","469","908"
"Cayuga","COUNTY","2024-09-24T00:00:00.000","2024-2025","632","1120"
"Chautauqua","COUNTY","2024-09-24T00:00:00.000","2024-2025","1179","1914"
"Chemung","COUNTY","2024-09-24T00:00:00.000","2024-2025","739","1493"
"Chenango","COUNTY","2024-09-24T00:00:00.000","2024-2025","380","802"
"Clinton","COUNTY","2024-09-24T00:00:00.000","2024-2025","869","1352"
"Columbia","COUNTY","2024-09-24T00:00:00.000","2024-2025","656","1027"
"Cortland","COUNTY","2024-09-24T00:00:00.000","2024-2025","572","957"
"Delaware","COUNTY","2024-09-24T00:00:00.000","2024-2025","342","708"
"Dutchess","COUNTY","2024-09-24T00:00:00.000","2024-2025","2663","5160"
"Erie","COUNTY","2024-09-24T00:00:00.000","2024-2025","9960","21348"
"Essex","COUNTY","2024-09-24T00:00:00.000","2024-2025","375","698"
"Franklin","COUNTY","2024-09-24T00:00:00.000","2024-2025","375","647"
"Fulton","COUNTY","2024-09-24T00:00:00.000","2024-2025","355","591"
"Genesee","COUNTY","2024-09-24T00:00:00.000","2024-2025","408","1025"
"Greene","COUNTY","2024-09-24T00:00:00.000","2024-2025","375","684"
"Hamilton","COUNTY","2024-09-24T00:00:00.000","2024-2025","31","68"
"Herkimer","COUNTY","2024-09-24T00:00:00.000","2024-2025","406","855"
"Jefferson","COUNTY","2024-09-24T00:00:00.000","2024-2025","922","1686"
"Kings","COUNTY","2024-09-24T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-09-24T00:00:00.000","2024-2025","147","301"
"Livingston","COUNTY","2024-09-24T00:00:00.000","2024-2025","678","1250"
"Madison","COUNTY","2024-09-24T00:00:00.000","2024-2025","846","1318"
"Monroe","COUNTY","2024-09-24T00:00:00.000","2024-2025","10161","17889"
"Montgomery","COUNTY","2024-09-24T00:00:00.000","2024-2025","341","697"
"Nassau","COUNTY","2024-09-24T00:00:00.000","2024-2025","8044","21896"
"New York","COUNTY","2024-09-24T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-09-24T00:00:00.000","2024-2025","1922","4247"
"Oneida","COUNTY","2024-09-24T00:00:00.000","2024-2025","2168","3651"
"Onondaga","COUNTY","2024-09-24T00:00:00.000","2024-2025","5765","9262"
"Ontario","COUNTY","2024-09-24T00:00:00.000","2024-2025","1722","2698"
"Orange","COUNTY","2024-09-24T00:00:00.000","2024-2025","2117","5175"
"Orleans","COUNTY","2024-09-24T00:00:00.000","2024-2025","274","639"
"Oswego","COUNTY","2024-09-24T00:00:00.000","2024-2025","1088","2035"
"Otsego","COUNTY","2024-09-24T00:00:00.000","2024-2025","596","1143"
"Putnam","COUNTY","2024-09-24T00:00:00.000","2024-2025","723","1764"
"Queens","COUNTY","2024-09-24T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-09-24T00:00:00.000","2024-2025","1651","2707"
"Richmond","COUNTY","2024-09-24T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-09-24T00:00:00.000","2024-2025","1752","4512"
"Saratoga","COUNTY","2024-09-24T00:00:00.000","2024-2025","2805","4799"
"Schenectady","COUNTY","2024-09-24T00:00:00.000","2024-2025","1729","3105"
"Schoharie","COUNTY","2024-09-24T00:00:00.000","2024-2025","218","538"
"Schuyler","COUNTY","2024-09-24T00:00:00.000","2024-2025","207","322"
"Seneca","COUNTY","2024-09-24T00:00:00.000","2024-2025","264","499"
"St. Lawrence","COUNTY","2024-09-24T00:00:00.000","2024-2025","909","1853"
"Steuben","COUNTY","2024-09-24T00:00:00.000","2024-2025","753","1539"
"Suffolk","COUNTY","2024-09-24T00:00:00.000","2024-2025","8924","21313"
"Sullivan","COUNTY","2024-09-24T00:00:00.000","2024-2025","436","1007"
"Tioga","COUNTY","2024-09-24T00:00:00.000","2024-2025","324","734"
"Tompkins","COUNTY","2024-09-24T00:00:00.000","2024-2025","1829","2559"
"Ulster","COUNTY","2024-09-24T00:00:00.000","2024-2025","1891","3264"
"Warren","COUNTY","2024-09-24T00:00:00.000","2024-2025","756","1491"
"Washington","COUNTY","2024-09-24T00:00:00.000","2024-2025","592","974"
"Wayne","COUNTY","2024-09-24T00:00:00.000","2024-2025","1048","1864"
"Westchester","COUNTY","2024-09-24T00:00:00.000","2024-2025","8084","16009"
"Wyoming","COUNTY","2024-09-24T00:00:00.000","2024-2025","296","744"
"Yates","COUNTY","2024-09-24T00:00:00.000","2024-2025","303","509"
"Capital Region","REGION","2024-09-24T00:00:00.000","2024-2025","11975","20354"
"Central New York","REGION","2024-09-24T00:00:00.000","2024-2025","8903","14692"
"Finger Lakes","REGION","2024-09-24T00:00:00.000","2024-2025","15154","27117"
"Long Island","REGION","2024-09-24T00:00:00.000","2024-2025","16968","43209"
"Mid-Hudson","REGION","2024-09-24T00:00:00.000","2024-2025","17666","36891"
"Mohawk Valley","REGION","2024-09-24T00:00:00.000","2024-2025","4084","7475"
"New York City","REGION","2024-09-24T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2024-09-24T00:00:00.000","2024-2025","3628","6605"
"Southern Tier","REGION","2024-09-24T00:00:00.000","2024-2025","6277","11610"
"Western New York","REGION","2024-09-24T00:00:00.000","2024-2025","13814","29088"
"ROS","REST OF STATE","2024-09-24T00:00:00.000","2024-2025","98469","197041"
"Albany","COUNTY","2024-10-01T00:00:00.000","2024-2025","3886","6205"
"Allegany","COUNTY","2024-10-01T00:00:00.000","2024-2025","376","747"
"Bronx","COUNTY","2024-10-01T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2024-10-01T00:00:00.000","2024-2025","2119","4474"
"Cattaraugus","COUNTY","2024-10-01T00:00:00.000","2024-2025","578","1301"
"Cayuga","COUNTY","2024-10-01T00:00:00.000","2024-2025","642","1511"
"Chautauqua","COUNTY","2024-10-01T00:00:00.000","2024-2025","1219","2411"
"Chemung","COUNTY","2024-10-01T00:00:00.000","2024-2025","746","1708"
"Chenango","COUNTY","2024-10-01T00:00:00.000","2024-2025","436","945"
"Clinton","COUNTY","2024-10-01T00:00:00.000","2024-2025","997","1776"
"Columbia","COUNTY","2024-10-01T00:00:00.000","2024-2025","736","1260"
"Cortland","COUNTY","2024-10-01T00:00:00.000","2024-2025","585","1054"
"Delaware","COUNTY","2024-10-01T00:00:00.000","2024-2025","418","848"
"Dutchess","COUNTY","2024-10-01T00:00:00.000","2024-2025","2882","5668"
"Erie","COUNTY","2024-10-01T00:00:00.000","2024-2025","11388","24329"
"Essex","COUNTY","2024-10-01T00:00:00.000","2024-2025","443","904"
"Franklin","COUNTY","2024-10-01T00:00:00.000","2024-2025","478","848"
"Fulton","COUNTY","2024-10-01T00:00:00.000","2024-2025","380","781"
"Genesee","COUNTY","2024-10-01T00:00:00.000","2024-2025","495","1437"
"Greene","COUNTY","2024-10-01T00:00:00.000","2024-2025","419","880"
"Hamilton","COUNTY","2024-10-01T00:00:00.000","2024-2025","39","85"
"Herkimer","COUNTY","2024-10-01T00:00:00.000","2024-2025","430","1109"
"Jefferson","COUNTY","2024-10-01T00:00:00.000","2024-2025","774","2044"
"Kings","COUNTY","2024-10-01T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2024-10-01T00:00:00.000","2024-2025","206","508"
"Livingston","COUNTY","2024-10-01T00:00:00.000","2024-2025","764","1678"
"Madison","COUNTY","2024-10-01T00:00:00.000","2024-2025","937","1722"
"Monroe","COUNTY","2024-10-01T00:00:00.000","2024-2025","11509","22217"
"Montgomery","COUNTY","2024-10-01T00:00:00.000","2024-2025","343","875"
"Nassau","COUNTY","2024-10-01T00:00:00.000","2024-2025","8989","27541"
"New York","COUNTY","2024-10-01T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2024-10-01T00:00:00.000","2024-2025","2068","4722"
"Oneida","COUNTY","2024-10-01T00:00:00.000","2024-2025","2228","4867"
"Onondaga","COUNTY","2024-10-01T00:00:00.000","2024-2025","6902","12241"
"Ontario","COUNTY","2024-10-01T00:00:00.000","2024-2025","1875","3753"
"Orange","COUNTY","2024-10-01T00:00:00.000","2024-2025","2355","6942"
"Orleans","COUNTY","2024-10-01T00:00:00.000","2024-2025","263","702"
"Oswego","COUNTY","2024-10-01T00:00:00.000","2024-2025","996","2193"
"Otsego","COUNTY","2024-10-01T00:00:00.000","2024-2025","765","1429"
"Putnam","COUNTY","2024-10-01T00:00:00.000","2024-2025","866","2146"
"Queens","COUNTY","2024-10-01T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2024-10-01T00:00:00.000","2024-2025","1692","3119"
"Richmond","COUNTY","2024-10-01T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2024-10-01T00:00:00.000","2024-2025","1968","6034"
"Saratoga","COUNTY","2024-10-01T00:00:00.000","2024-2025","3008","5836"
"Schenectady","COUNTY","2024-10-01T00:00:00.000","2024-2025","2033","3568"
"Schoharie","COUNTY","2024-10-01T00:00:00.000","2024-2025","285","628"
"Schuyler","COUNTY","2024-10-01T00:00:00.000","2024-2025","221","362"
"Seneca","COUNTY","2024-10-01T00:00:00.000","2024-2025","312","727"
"St. Lawrence","COUNTY","2024-10-01T00:00:00.000","2024-2025","1161","2434"
"Steuben","COUNTY","2024-10-01T00:00:00.000","2024-2025","809","1858"
"Suffolk","COUNTY","2024-10-01T00:00:00.000","2024-2025","9778","26538"
"Sullivan","COUNTY","2024-10-01T00:00:00.000","2024-2025","418","1403"
"Tioga","COUNTY","2024-10-01T00:00:00.000","2024-2025","429","952"
"Tompkins","COUNTY","2024-10-01T00:00:00.000","2024-2025","2009","3642"
"Ulster","COUNTY","2024-10-01T00:00:00.000","2024-2025","2082","3750"
"Warren","COUNTY","2024-10-01T00:00:00.000","2024-2025","815","2030"
"Washington","COUNTY","2024-10-01T00:00:00.000","2024-2025","658","1372"
"Wayne","COUNTY","2024-10-01T00:00:00.000","2024-2025","1178","2387"
"Westchester","COUNTY","2024-10-01T00:00:00.000","2024-2025","9891","21932"
"Wyoming","COUNTY","2024-10-01T00:00:00.000","2024-2025","319","855"
"Yates","COUNTY","2024-10-01T00:00:00.000","2024-2025","320","574"
"Capital Region","REGION","2024-10-01T00:00:00.000","2024-2025","13247","24270"
"Central New York","REGION","2024-10-01T00:00:00.000","2024-2025","10062","18721"
